"CODI","NOM","CARRER","NUMERO_CARRER","X_ETRS89","Y_ETRS89","LATITUD","LONGITUD"
"02-205","Rocafort","AV ROMA","55.E","428848.960974822","4581648.823950638","41.383219760","2.149042594"
"02-206","València (llançà)","JARD SAFO","13-15","428609.738363432","4581353.545316838","41.380539101","2.146216614"
"02-207","Paral·lel amb Parlament","JARD TRES TOMBS","31","429836.646497441","4580859.215228974","41.376194755","2.160945381"
"02-209","Aragó / València / Padilla","JARD FLORA TRISTAN","485","431470.312568815","4583956.957570917","41.404235980","2.180129303"
"02-210","Gran Via / Bailen / Girona","JARD JAUME PERICH","659","430882.482987305","4582816.550288163","41.393914382","2.173227558"
"02-211","Gran Via / Bailen / Girona","JARD JAUME PERICH","659","430881.062974464","4582815.150296784","41.393901650","2.173210733"
"02-212","Ausiàs Marc","PL FORT PIENC","3","431637.325733710","4583024.324888988","41.395850265","2.182232520"
"02-213","Costat Corte Inglés","PL CATALUNYA","12-13","430619.687075160","4582092.331174093","41.387368944","2.170167308"
"02-214","Entença","C JOSEP TARRADELLAS","60","428314.171964441","4581887.738384486","41.385324099","2.142619003"
"02-215","Consell de Cent / Diputació / Viladomat","JARD PAULA MONTAL","142.I","429270.880149723","4581454.620444256","41.381507840","2.154110833"
"02-216","Roger de Flor / Ali Bei","CTRA ANTIGA D'HORTA","5-7","431473.233794813","4582802.645793616","41.393839702","2.180294899"
"02-217","Sardenya / Marina / Ali Bei","JARD LINA ÓDENA","131.B-133","431741.186438027","4583095.864211618","41.396503421","2.183466736"
"02-218","","C ENAMORATS","91-93","431703.554454594","4584157.516109678","41.406062197","2.182896843"
"02-219","entre pont Sardenya i Marina","C SARDENYA","69-75","431896.665086829","4582886.582715514","41.394631666","2.185349977"
"02-220","Rosselló / Aribau","PLTA JOAN BROSSA","236","429358.639519496","4582669.921635105","41.392461343","2.155018576"
"02-221","Gran Via / Entença / Rocafort","JARD SEBASTIA GASCH","48","429154.007790901","4581167.750892784","41.378913822","2.152746774"
"02-222","Aragó 305, Bruc","JARD RECTOR OLIVERAS","318","430394.583287229","4582955.294194047","41.395121922","2.167376023"
"02-223","Provença / Viladomat","JARD MARIA MERCÈ MARÇAL","241","428906.103826854","4582012.664073377","41.386501789","2.149683250"
"02-224","Passeig central","AV ROMA","137","429437.674253040","4581960.909951109","41.386082461","2.156046449"
"02-225","Tetuan","JARD DOCTOR ROBERT","30","431078.484106016","4582923.818967307","41.394897338","2.175559650"
"02-226","","AV MISTRAL","12-10","429661.687201511","4580987.316755778","41.377333250","2.158838465"
"02-227","Sepúlveda 90","JARD TETE MONTOLIU","18","429536.098130393","4581135.037937370","41.378652738","2.157319553"
"02-228","Urgell entre Provença/Mallorca","JARD ERMESSENDA DE CARCASSONA","136","429042.794036810","4582012.553033514","41.386512858","2.151317971"
"02-229","","PARC JOAN MIRO","6","428820.956555354","4581072.583279004","41.378027288","2.148775383"
"02-230","Llúria / Còrsega","JARD CARME BIADA","366","430002.805488936","4583324.367730171","41.398412034","2.162647369"
"02-231","Calàbria entre Gran Via i Sepúlveda","JARD MARIA MATILDE ALMEDROS","81","429470.768681679","4581220.848565767","41.379419882","2.156528370"
"02-232","","C VILLARROEL","211","429552.983398397","4581825.058866329","41.384869003","2.157441245"
"02-233","Marina entre Diputació i Consell de Cent","JARD CLOTILDE CERDA","488-486","431343.688791649","4583486.087814611","41.399984203","2.178667964"
"02-235","Comte Borrell 56","C PARLAMENT","47","430028.767999503","4581018.104012296","41.377642544","2.163224305"
"02-236","Roger de Flor / Aragó / València","JARD CONSTANÇA D' ARAGÓ","381","430864.607346784","4583393.471300951","41.399108986","2.172947883"
"02-237","Pau Claris /(entre Provença i Rosselló)","JARD LAURA ALBÉNIZ","258.I","430030.734157344","4583143.607243028","41.396786418","2.163002324"
"02-238","amb Passeig de Gràcia","G.V. CORTS CATALANES","611","430490.698988364","4582370.302575292","41.389861407","2.168592788"
"02-239","València","C VALENCIA","110","429006.741469295","4581681.902801376","41.383531628","2.150925554"
"02-240","Av. Roma (parc infantil)","AV ROMA","87-89","429233.323139719","4581855.821344513","41.385118014","2.153614858"
"02-241","Diagonal amb Aragó (muntanya)","PL PABLO NERUDA","433","431267.389990436","4583659.198655142","41.401536839","2.177735641"
"02-242","","C VILADOMAT","275-279","428607.024250380","4582129.156526657","41.387524506","2.146092769"
"02-243","Ptge. Simó","JARD ENRIQUETA SÉCULI","15","430876.311901432","4583989.862117027","41.404481487","2.173019789"
"02-244","Nàpols entre Provença i Mallorca","JARD BEATRIU DE PROVENÇA","248-254","430783.009270594","4583662.992327834","41.401529453","2.171941026"
"02-245","Sardenya entre Provença i Mallorca","PL SAGRADA FAMILIA","318-314","430906.240774235","4583835.611656702","41.403094777","2.173395423"
"02-246","Rosselló amb Urgell","C VILLARROEL","191.I","428993.496218189","4582309.653862854","41.389184388","2.150693583"
"02-247","Calàbria entre Manso i Tamarit","C CALABRIA","36","429714.146786406","4580922.046256733","41.376749963","2.159473322"
"02-248","Pl. Anaïs Napoleó","JARD ANAÏS NAPOLEON","172.B","431571.767720392","4583298.905803333","41.398317755","2.181417349"
"02-249","","C CORSEGA","195-197","428991.677376200","4582462.414110089","41.390560083","2.150653923"
"02-250","Jardins d'Emma de Barcelona","JARD EMMA DE BARCELONA","156","429358.720996831","4581548.329919918","41.382359566","2.155150337"
"02-251","","C ROGER DE FLOR","191","430614.647907253","4583517.993382495","41.400208984","2.169943701"
"02-252","Jardins de Reina Victòria","Jardins de Reina Victòria","","430422.798206822","4582281.322953896","41.389054126","2.167790923"
"02-253","","Ribes","61","431792.818816941","4583398.224280981","41.399231068","2.184050258"
"02-254","","Girona","48","430846.632694783","4582785.370512164","41.393630474","2.172802326"
"02-255","","Consell de Cent","363","430411.261122374","4582667.183629328","41.392528449","2.167608610"
"02-257","","Consell de Cent","158","429354.501616845","4581630.800078361","41.383101976","2.155090265"
"02-258","","Girona","129","430378.445488387","4583248.024761110","41.397757051","2.167149344"
"02-259","","Consell de Cent","429","430866.355225340","4583114.160863204","41.396593478","2.173000683"
"02-260","","Rocafort","47","429160.488358263","4581241.140956180","41.379575391","2.152815689"
"03-007","Foc amb Mare de Deu del Port","C FOC","110-108","428326.608543329","4578799.163523373","41.357507506","2.143132852"
"03-008","Alts Forns","C MARE DE DEU PORT","277-279","428220.500227492","4579042.734707853","41.359691818","2.141835628"
"03-009","Aviador Duran / Aviador Franco","C AVIADOR FRANCO","1.B","428170.640821833","4579131.205224033","41.360484196","2.141229120"
"03-010","","C ALTS FORNS","29","427718.126974103","4578715.528016685","41.356699840","2.135869109"
"03-011","Bronze / Alts Forns","C ALUMINI","14","427622.246907793","4578726.228761869","41.356787606","2.134721711"
"03-012","","C ENERGIA","11","427750.538480812","4578907.678069211","41.358433378","2.136233665"
"03-013","Sota el pont de vianants","PG ZONA FRANCA","226","427856.902138172","4579368.387976265","41.362592368","2.137450350"
"03-014","Zona Franca","C FONERIA","33-35","427994.730795736","4579163.426610808","41.360758690","2.139122394"
"03-016","Al final del parc (Mineria)","PARC CAN SABATÉ","214-210","427930.202072035","4579344.797382600","41.362386460","2.138329439"
"03-017","Química / Física","C MINERIA","30","427947.774258545","4579629.497690342","41.364952228","2.138505689"
"03-019","","CAMI CADENA","10-4","427791.735568690","4579833.879192899","41.366779038","2.136615876"
"03-020","Bonaventura Pollès","C SALLENT","5","427535.278150312","4580226.271749610","41.370290127","2.133502894"
"03-021","Toledo","C TOLEDO","70-68","427709.757999740","4580170.970337608","41.369807737","2.135595603"
"03-022","Traja","C SANT FRUCTUOS","104-94","428252.087591544","4580007.075961510","41.368380124","2.142099155"
"03-023","sobre escales","C FONT FLORIDA","72-68","428397.607922336","4580021.154877122","41.368519885","2.143837315"
"03-024","Rabi Ruben","C SANT FRUCTUOS","25-27","428668.840896922","4580358.103335471","41.371578746","2.147040512"
"03-025","Amposta","C VALLS","5-9","428766.300477746","4580283.122478960","41.370912051","2.148214594"
"03-027","Farell / Sant Roc","PL JOAN CORRADES","43","428441.591780081","4580520.545313566","41.373021632","2.144304243"
"03-028","Bordeta","C PORTUGALETE","1-3","428350.411668045","4580524.286012545","41.373047211","2.143213585"
"03-029","Vint-i-sis de Gener / Moianes","C LEIVA","7","428219.682134356","4580612.257142113","41.373827886","2.141640072"
"03-032","Mont-ros","C FINLANDIA","4","427725.571323597","4580605.800889048","41.373725515","2.135732833"
"03-033","Jocs Florals","C BURGOS","53","427690.900580016","4580514.861012295","41.372903339","2.135329127"
"03-034","Noguera Pallaresa","C NOGUERA PALLARESA","19","427842.589814439","4580383.149655605","41.371730678","2.137158503"
"03-035","Rosend Arus","C ROSSEND ARUS","81","427981.488891856","4580233.358368241","41.370394003","2.138837039"
"03-037","Esteras","C CARRERAS I CANDI","99-101","427218.298455197","4580330.914321432","41.371204002","2.129700466"
"03-039","Tirso de Molina / Cerdanyola","RIER ESCUDER","51","427374.703177622","4580921.464044075","41.376536984","2.131499747"
"03-041","Juan de Sada","C JUAN DE SADA","94","427052.654269341","4581130.886816245","41.378394042","2.127623700"
"03-042","Sugranyes","C SUGRANYES","2.B","427015.151748102","4580806.276600683","41.375467007","2.127214345"
"03-043","Arizala","C SANTS","314-310","426835.311665319","4580831.998008084","41.375682339","2.125060872"
"03-044","Bonsons","C ESCULTOR CANET","36","426838.179592696","4580558.227563276","41.373216859","2.125128206"
"03-045","Melcior de Palau","C GALILEU","142","427595.096506720","4581315.222974499","41.380103280","2.134088024"
"03-046","Viriat","C ENRIC BARGES","43","428155.217691749","4581357.408779399","41.380533440","2.140780954"
"03-047","Santa Madrona","PG SANTA MADRONA","57-61","429461.630949343","4580204.447072349","41.370264685","2.156537375"
"03-048","Grases","C MARE DE DEU DEL REMEI","41","429463.233212658","4580502.227518770","41.372946838","2.156521887"
"03-050","Creu dels Molers","C CREU DELS MOLERS","25-27","429900.634551877","4580590.104329076","41.373776534","2.161741629"
"03-051","Blai","C BLASCO DE GARAY","10","430014.025165861","4580648.023556176","41.374308063","2.163090745"
"03-052","Blai","C BLAI","10-8","430246.534542324","4580518.871591059","41.373165017","2.165885726"
"03-053","Roser","PL BELLA DORITA","101","430358.426073341","4580697.611017643","41.374784559","2.167203059"
"03-055","Nou de la Rambla","C PIQUER","45","430446.625072313","4580547.810119049","41.373442975","2.168274853"
"03-057","Poeta Cabanyes","C POETA CABANYES","76","430115.783244555","4580374.472362178","41.371853114","2.164339002"
"03-058","Cabanes","PG MONTJUIC","48-46","430548.953875092","4580369.279068954","41.371843835","2.169518838"
"03-060","Onyar","C SEGURA","1","428366.564355404","4579557.334395634","41.364339652","2.143520949"
"03-061","Av. Reina Maria Cristina","AV REINA MARIA CRISTINA","1-13","428868.823148804","4580614.212209859","41.373903131","2.149401545"
"03-065","França Xica / Bòbila","PL DOCTOR PERE FRANQUESA","13","429625.392869759","4580424.256166136","41.372258771","2.158469841"
"03-066","Segons Jocs Mediterranis","C GUARDIA URBANA","12","429246.351831676","4580364.238954899","41.371684983","2.153944796"
"03-069","Parc Can Sabaté (a la meitat del planell)","PARC CAN SABATÉ","10.I","427895.742873654","4579457.477819221","41.363398248","2.137904092"
"03-070","Cicero","C CICERO","2","427888.123781845","4580896.660101521","41.376359757","2.137641844"
"03-071","Sants","C SANT MEDIR","1","427475.582327985","4580788.983072597","41.375352877","2.132721843"
"03-072","Bejar","C CREU COBERTA","46-44","428614.543907215","4580765.674376311","41.375244783","2.146343319"
"03-073","França Xica","C CONCORDIA","11","429663.352795105","4580406.745850651","41.372104380","2.158925746"
"03-074","Margarit","C MARGARIT","33","430035.604071710","4580499.593164007","41.372973073","2.163365895"
"03-076","Davant d'Alpens","C GAVA","33-41","428126.150040583","4580355.367456896","41.371505826","2.140552177"
"03-077","Aliga","C VILARDELL","1","428333.793011155","4580704.606416848","41.374669812","2.142993563"
"03-078","Sant Roc","C VILARDELL","37","428515.493260311","4580700.555029116","41.374649483","2.145166636"
"03-080","Bejar","C CONSELL DE CENT","51","428589.535104904","4580928.504817084","41.376709120","2.146025102"
"03-081","Bejar","C ELISI","30","428436.836294551","4581116.186266898","41.378385934","2.144177061"
"03-082","Ermengarda","C ERMENGARDA","42","428397.445306506","4580994.046378543","41.377282360","2.143720465"
"03-084","Gayarre","C SANT CRIST","19-21","428073.232744244","4580722.348425334","41.374806362","2.139875935"
"03-085","Sants / Masnou","C ESPANYA INDUSTRIAL","4-2","428127.433438980","4580802.868137302","41.375536416","2.140514468"
"03-086","Cros","C CROS","13-17","427919.722195467","4580681.229529166","41.374422285","2.138045293"
"03-089","Autonomia","C PREMIA","36","428007.154361150","4580948.789276687","41.376839923","2.139058939"
"03-090","Munné","C SANTS","409-411","426693.481383306","4580823.729073960","41.375594957","2.123365987"
"03-091","Casteras","C SUGRANYES","49","427139.220449481","4580609.865353875","41.373709251","2.128721457"
"03-095","Entre Melcior de Palau i Béthencourt","C VALLESPIR","61","427808.706705413","4581297.941323285","41.379966824","2.136644432"
"03-096","Valladolid","C VALLESPIR","14","427906.735517965","4581121.590306390","41.378387287","2.137837636"
"03-100","Ricart","AV PARAL·LEL","141","429615.635052886","4580713.726685572","41.374865086","2.158319562"
"03-101","Rades","C LA FRANÇA XICA","4-2","429779.303106120","4580424.254996258","41.372272204","2.160310090"
